id,clientId,claimType,claimAmount,submissionDate,claimStatus,claimProbability,fraudLikelihoodScore,isFraudFlagged,supportingDocuments
CL0456,C199,Family Law,43298.72,2024-01-25,Rejected,13,100,False,[]
CL0457,C201,Motor Vehicle Accident,13570.93,2023-11-07,Pending,18,35,False,[]
CL0458,C201,Family Law,45062.42,2023-12-17,Pending,55,16,False,[]
CL0459,C201,Debt Collection,48668.62,2023-12-14,Approved,78,0,False,['CL0459_1_doc.pdf']
CL0460,C201,Debt Collection,41710.6,2023-06-03,Approved,8,49,False,"['CL0460_1_doc.pdf', 'CL0460_2_doc.pdf', 'CL0460_3_doc.pdf']"
CL0461,C204,Employment Dispute,1828.62,2024-05-18,Rejected,31,8,False,"['CL0461_1_doc.pdf', 'CL0461_2_doc.pdf', 'CL0461_3_doc.pdf']"
CL0462,C204,Personal Injury,19955.9,2024-04-13,Rejected,82,10,False,"['CL0462_1_doc.pdf', 'CL0462_2_doc.pdf', 'CL0462_3_doc.pdf']"
CL0463,C204,Commercial Dispute,42818.11,2023-12-14,Rejected,44,17,False,"['CL0463_1_doc.pdf', 'CL0463_2_doc.pdf']"
CL0464,C204,Property Damage,17379.6,2024-01-01,Pending,64,94,False,['CL0464_1_doc.pdf']
CL0465,C205,Medical Malpractice,14759.0,2024-01-28,Approved,60,50,True,"['CL0465_1_doc.pdf', 'CL0465_2_doc.pdf']"
CL0466,C206,Commercial Dispute,21561.16,2023-08-09,Pending,59,36,False,"['CL0466_1_doc.pdf', 'CL0466_2_doc.pdf', 'CL0466_3_doc.pdf']"
CL0467,C206,Medical Malpractice,16467.07,2024-05-30,Pending,48,51,False,"['CL0467_1_doc.pdf', 'CL0467_2_doc.pdf']"
CL0468,C208,Property Damage,35580.76,2024-02-20,Pending,80,46,False,"['CL0468_1_doc.pdf', 'CL0468_2_doc.pdf']"
CL0469,C208,Debt Collection,4412.89,2023-10-03,Rejected,53,82,False,['CL0469_1_doc.pdf']
CL0470,C209,Commercial Dispute,10074.12,2024-04-21,Rejected,64,55,False,"['CL0470_1_doc.pdf', 'CL0470_2_doc.pdf']"
CL0471,C212,Property Damage,13037.09,2023-12-14,Rejected,27,5,False,"['CL0471_1_doc.pdf', 'CL0471_2_doc.pdf', 'CL0471_3_doc.pdf']"
CL0472,C212,Employment Dispute,5517.16,2024-04-25,Pending,18,57,False,"['CL0472_1_doc.pdf', 'CL0472_2_doc.pdf']"
CL0473,C212,Employment Dispute,16970.87,2023-12-08,Approved,81,40,False,"['CL0473_1_doc.pdf', 'CL0473_2_doc.pdf', 'CL0473_3_doc.pdf']"
CL0474,C212,Debt Collection,1120.5,2024-02-22,Approved,39,26,False,[]
CL0475,C213,Motor Vehicle Accident,4349.65,2024-05-10,Pending,0,99,False,"['CL0475_1_doc.pdf', 'CL0475_2_doc.pdf']"
CL0476,C213,Debt Collection,25935.34,2024-03-22,Pending,9,82,False,"['CL0476_1_doc.pdf', 'CL0476_2_doc.pdf']"
CL0477,C213,Employment Dispute,14770.77,2024-05-25,Pending,62,42,False,"['CL0477_1_doc.pdf', 'CL0477_2_doc.pdf', 'CL0477_3_doc.pdf']"
CL0478,C214,Personal Injury,49153.43,2023-06-25,Approved,85,57,False,"['CL0478_1_doc.pdf', 'CL0478_2_doc.pdf', 'CL0478_3_doc.pdf']"
CL0479,C216,Commercial Dispute,140.59,2023-12-25,Pending,45,26,False,[]
CL0480,C216,Property Damage,35476.82,2024-01-24,Approved,6,77,False,['CL0480_1_doc.pdf']
CL0481,C216,Family Law,42832.95,2023-12-21,Rejected,81,35,False,"['CL0481_1_doc.pdf', 'CL0481_2_doc.pdf']"
CL0482,C218,Family Law,8924.88,2024-05-03,Approved,45,67,False,"['CL0482_1_doc.pdf', 'CL0482_2_doc.pdf']"
CL0483,C219,Property Damage,38165.62,2024-05-19,Rejected,54,59,False,"['CL0483_1_doc.pdf', 'CL0483_2_doc.pdf', 'CL0483_3_doc.pdf']"
CL0484,C219,Medical Malpractice,29391.72,2024-02-29,Pending,22,45,False,[]
CL0485,C220,Medical Malpractice,10337.14,2024-03-07,Rejected,37,24,False,[]
CL0486,C222,Commercial Dispute,38906.63,2024-01-29,Approved,79,10,False,"['CL0486_1_doc.pdf', 'CL0486_2_doc.pdf', 'CL0486_3_doc.pdf']"
CL0487,C222,Medical Malpractice,1130.28,2023-07-31,Pending,1,35,False,"['CL0487_1_doc.pdf', 'CL0487_2_doc.pdf', 'CL0487_3_doc.pdf']"
CL0488,C222,Medical Malpractice,17964.98,2023-07-30,Pending,82,74,True,[]
CL0489,C222,Employment Dispute,17918.08,2023-12-28,Approved,60,69,True,[]
CL0490,C223,Employment Dispute,1901.1,2023-07-25,Approved,76,78,False,['CL0490_1_doc.pdf']
CL0491,C224,Family Law,17760.33,2023-11-28,Pending,97,22,False,['CL0491_1_doc.pdf']
CL0492,C224,Motor Vehicle Accident,22238.47,2023-08-14,Rejected,88,93,False,"['CL0492_1_doc.pdf', 'CL0492_2_doc.pdf', 'CL0492_3_doc.pdf']"
CL0493,C226,Property Damage,30108.5,2024-03-18,Rejected,46,27,False,['CL0493_1_doc.pdf']
CL0494,C226,Commercial Dispute,38613.87,2023-08-19,Approved,100,77,True,[]
CL0495,C227,Commercial Dispute,28224.03,2023-08-26,Approved,0,26,False,['CL0495_1_doc.pdf']
CL0496,C227,Family Law,37246.92,2024-01-14,Rejected,42,69,False,[]
CL0497,C228,Employment Dispute,45456.76,2023-12-28,Pending,100,97,False,[]
CL0498,C228,Commercial Dispute,16465.23,2023-12-21,Approved,43,22,False,[]
CL0499,C229,Personal Injury,12882.76,2023-07-28,Pending,23,44,False,['CL0499_1_doc.pdf']
CL0500,C230,Commercial Dispute,30201.17,2023-10-08,Pending,51,90,False,[]
CL0501,C230,Employment Dispute,6769.84,2023-08-25,Approved,62,53,False,"['CL0501_1_doc.pdf', 'CL0501_2_doc.pdf', 'CL0501_3_doc.pdf']"
CL0502,C230,Debt Collection,20658.45,2023-10-27,Rejected,76,4,False,[]
CL0503,C231,Personal Injury,39050.42,2024-01-17,Approved,61,93,False,"['CL0503_1_doc.pdf', 'CL0503_2_doc.pdf', 'CL0503_3_doc.pdf']"
CL0504,C231,Commercial Dispute,49467.43,2023-10-19,Approved,71,23,True,[]
CL0505,C231,Family Law,41246.53,2024-04-02,Approved,73,75,False,"['CL0505_1_doc.pdf', 'CL0505_2_doc.pdf', 'CL0505_3_doc.pdf']"
CL0506,C232,Motor Vehicle Accident,36707.33,2023-09-10,Rejected,31,21,False,"['CL0506_1_doc.pdf', 'CL0506_2_doc.pdf', 'CL0506_3_doc.pdf']"
CL0507,C233,Commercial Dispute,7269.55,2023-07-14,Approved,89,6,False,['CL0507_1_doc.pdf']
CL0508,C233,Medical Malpractice,18739.04,2024-03-17,Approved,52,50,False,[]
CL0509,C234,Medical Malpractice,18495.01,2023-11-15,Approved,85,57,False,"['CL0509_1_doc.pdf', 'CL0509_2_doc.pdf']"
CL0510,C234,Employment Dispute,44798.14,2024-05-06,Rejected,83,95,False,[]
CL0511,C234,Employment Dispute,30580.45,2023-07-30,Approved,90,16,False,['CL0511_1_doc.pdf']
CL0512,C235,Property Damage,48494.61,2024-01-03,Approved,2,29,False,[]
CL0513,C235,Property Damage,39261.22,2023-06-07,Rejected,44,82,False,[]
CL0514,C236,Debt Collection,8687.91,2024-04-17,Pending,69,0,False,"['CL0514_1_doc.pdf', 'CL0514_2_doc.pdf', 'CL0514_3_doc.pdf']"
CL0515,C239,Employment Dispute,23330.02,2023-11-26,Pending,7,41,False,[]
CL0516,C240,Medical Malpractice,3686.94,2024-01-20,Rejected,33,35,False,"['CL0516_1_doc.pdf', 'CL0516_2_doc.pdf', 'CL0516_3_doc.pdf']"
CL0517,C240,Employment Dispute,41574.25,2023-09-15,Approved,84,85,False,"['CL0517_1_doc.pdf', 'CL0517_2_doc.pdf']"
CL0518,C241,Personal Injury,43984.46,2023-07-13,Approved,51,50,True,[]
CL0519,C242,Personal Injury,42826.08,2023-06-23,Pending,32,24,True,"['CL0519_1_doc.pdf', 'CL0519_2_doc.pdf', 'CL0519_3_doc.pdf']"
CL0520,C242,Personal Injury,45495.0,2024-03-24,Pending,94,14,False,"['CL0520_1_doc.pdf', 'CL0520_2_doc.pdf']"
CL0521,C243,Medical Malpractice,28874.46,2024-03-03,Rejected,52,2,False,"['CL0521_1_doc.pdf', 'CL0521_2_doc.pdf']"
CL0522,C245,Personal Injury,9146.34,2023-08-09,Pending,36,3,False,"['CL0522_1_doc.pdf', 'CL0522_2_doc.pdf']"
CL0523,C245,Motor Vehicle Accident,3978.27,2023-11-11,Pending,36,31,False,[]
CL0524,C246,Employment Dispute,40041.65,2024-01-02,Approved,35,29,False,['CL0524_1_doc.pdf']
CL0525,C246,Personal Injury,16869.88,2023-06-25,Rejected,29,85,False,[]
CL0526,C246,Medical Malpractice,24698.18,2023-11-22,Rejected,38,23,False,"['CL0526_1_doc.pdf', 'CL0526_2_doc.pdf', 'CL0526_3_doc.pdf']"
CL0527,C247,Commercial Dispute,40970.74,2023-10-10,Approved,1,46,False,"['CL0527_1_doc.pdf', 'CL0527_2_doc.pdf']"
CL0528,C247,Employment Dispute,4941.52,2023-12-30,Rejected,51,16,False,[]
CL0529,C247,Commercial Dispute,28679.65,2024-05-25,Pending,78,45,False,['CL0529_1_doc.pdf']
CL0530,C247,Motor Vehicle Accident,35906.51,2024-04-10,Rejected,0,56,True,"['CL0530_1_doc.pdf', 'CL0530_2_doc.pdf', 'CL0530_3_doc.pdf']"
CL0531,C248,Motor Vehicle Accident,25166.57,2023-07-12,Approved,56,52,False,[]
CL0532,C248,Family Law,28937.91,2023-11-10,Rejected,100,34,False,['CL0532_1_doc.pdf']
CL0533,C248,Family Law,35941.88,2024-02-09,Approved,46,59,False,[]
CL0534,C248,Property Damage,28527.95,2023-10-31,Rejected,39,87,False,[]
CL0535,C249,Property Damage,48720.56,2023-07-21,Approved,50,20,False,"['CL0535_1_doc.pdf', 'CL0535_2_doc.pdf']"
CL0536,C249,Medical Malpractice,28348.48,2023-09-05,Approved,21,77,False,"['CL0536_1_doc.pdf', 'CL0536_2_doc.pdf']"
CL0537,C249,Property Damage,30292.02,2023-08-01,Approved,68,99,False,"['CL0537_1_doc.pdf', 'CL0537_2_doc.pdf', 'CL0537_3_doc.pdf']"
CL0538,C249,Employment Dispute,14791.09,2023-08-28,Pending,21,28,False,"['CL0538_1_doc.pdf', 'CL0538_2_doc.pdf']"
CL0539,C250,Commercial Dispute,9280.16,2024-05-15,Pending,11,30,False,['CL0539_1_doc.pdf']
CL0540,C250,Debt Collection,14927.67,2023-10-19,Rejected,13,25,False,['CL0540_1_doc.pdf']
CL0541,C250,Property Damage,29125.0,2024-05-02,Approved,48,29,False,"['CL0541_1_doc.pdf', 'CL0541_2_doc.pdf']"
CL0542,C250,Medical Malpractice,8067.21,2023-07-11,Pending,45,63,False,['CL0542_1_doc.pdf']
CL0543,C251,Family Law,1994.79,2023-11-29,Approved,35,41,False,['CL0543_1_doc.pdf']
CL0544,C251,Motor Vehicle Accident,30418.94,2023-07-10,Pending,75,3,False,[]
CL0545,C251,Personal Injury,34921.71,2024-02-12,Rejected,27,82,False,"['CL0545_1_doc.pdf', 'CL0545_2_doc.pdf']"
CL0546,C252,Debt Collection,10929.11,2024-04-04,Rejected,10,34,False,[]
CL0547,C252,Personal Injury,26172.55,2023-11-02,Rejected,25,100,False,"['CL0547_1_doc.pdf', 'CL0547_2_doc.pdf', 'CL0547_3_doc.pdf']"
CL0548,C252,Employment Dispute,27052.05,2024-04-09,Pending,29,96,False,[]
CL0549,C254,Family Law,38213.11,2024-01-15,Rejected,24,28,False,['CL0549_1_doc.pdf']
CL0550,C254,Personal Injury,24012.61,2023-06-11,Approved,67,7,False,[]
CL0551,C254,Property Damage,41584.23,2023-10-28,Rejected,63,10,False,[]
CL0552,C254,Personal Injury,48881.65,2023-10-31,Approved,51,26,False,[]
CL0553,C255,Motor Vehicle Accident,9708.99,2023-08-09,Rejected,93,12,False,[]
CL0554,C255,Debt Collection,940.94,2023-09-10,Rejected,95,24,False,[]
CL0555,C257,Family Law,33050.42,2023-09-15,Rejected,9,48,False,"['CL0555_1_doc.pdf', 'CL0555_2_doc.pdf', 'CL0555_3_doc.pdf']"
CL0556,C257,Employment Dispute,14966.37,2024-04-13,Rejected,66,58,False,[]
CL0557,C258,Property Damage,30092.12,2024-03-06,Rejected,95,3,False,['CL0557_1_doc.pdf']
CL0558,C258,Medical Malpractice,3233.64,2024-01-16,Approved,80,50,False,[]
CL0559,C258,Motor Vehicle Accident,30108.66,2024-03-19,Pending,86,48,False,[]
CL0560,C258,Medical Malpractice,20369.33,2023-06-16,Approved,24,38,False,"['CL0560_1_doc.pdf', 'CL0560_2_doc.pdf', 'CL0560_3_doc.pdf']"
CL0561,C259,Employment Dispute,21798.45,2023-12-25,Pending,77,39,False,['CL0561_1_doc.pdf']
CL0562,C259,Medical Malpractice,34020.19,2024-04-07,Rejected,69,80,False,[]
CL0563,C259,Property Damage,7960.26,2024-05-27,Approved,25,21,False,"['CL0563_1_doc.pdf', 'CL0563_2_doc.pdf']"
CL0564,C260,Personal Injury,7754.51,2023-09-18,Pending,41,78,False,"['CL0564_1_doc.pdf', 'CL0564_2_doc.pdf']"
CL0565,C260,Employment Dispute,31145.09,2024-03-28,Approved,0,7,False,[]
CL0566,C260,Property Damage,31777.42,2024-01-13,Pending,82,9,False,[]
CL0567,C261,Employment Dispute,13477.02,2023-11-11,Pending,87,35,True,['CL0567_1_doc.pdf']
CL0568,C261,Commercial Dispute,46171.3,2024-01-02,Rejected,37,11,False,"['CL0568_1_doc.pdf', 'CL0568_2_doc.pdf', 'CL0568_3_doc.pdf']"
CL0569,C262,Family Law,5880.88,2023-09-09,Rejected,57,17,False,[]
CL0570,C262,Property Damage,20089.75,2023-11-18,Pending,48,20,False,['CL0570_1_doc.pdf']
CL0571,C262,Family Law,24401.42,2023-11-10,Pending,37,35,False,['CL0571_1_doc.pdf']
CL0572,C262,Property Damage,29499.7,2023-06-20,Approved,73,4,False,"['CL0572_1_doc.pdf', 'CL0572_2_doc.pdf']"
CL0573,C263,Employment Dispute,6261.59,2024-04-25,Rejected,53,44,True,"['CL0573_1_doc.pdf', 'CL0573_2_doc.pdf', 'CL0573_3_doc.pdf']"
CL0574,C263,Employment Dispute,18709.83,2024-02-09,Rejected,34,74,False,"['CL0574_1_doc.pdf', 'CL0574_2_doc.pdf', 'CL0574_3_doc.pdf']"
CL0575,C263,Personal Injury,47209.01,2023-10-05,Approved,98,59,False,['CL0575_1_doc.pdf']
CL0576,C264,Medical Malpractice,22956.06,2023-09-12,Rejected,91,77,False,"['CL0576_1_doc.pdf', 'CL0576_2_doc.pdf', 'CL0576_3_doc.pdf']"
CL0577,C265,Debt Collection,26940.89,2023-07-10,Rejected,29,29,True,[]
CL0578,C265,Medical Malpractice,17499.75,2023-06-02,Approved,5,84,False,['CL0578_1_doc.pdf']
CL0579,C265,Family Law,25641.79,2023-07-08,Pending,22,20,False,['CL0579_1_doc.pdf']
CL0580,C265,Employment Dispute,10152.13,2023-06-29,Approved,42,38,False,[]
CL0581,C266,Property Damage,3964.32,2023-07-18,Pending,88,20,False,"['CL0581_1_doc.pdf', 'CL0581_2_doc.pdf']"
CL0582,C266,Personal Injury,46989.83,2024-04-25,Rejected,6,55,True,['CL0582_1_doc.pdf']
CL0583,C266,Commercial Dispute,31282.99,2023-06-22,Rejected,43,27,False,['CL0583_1_doc.pdf']
CL0584,C266,Debt Collection,12329.47,2024-02-07,Approved,100,38,False,"['CL0584_1_doc.pdf', 'CL0584_2_doc.pdf']"
CL0585,C267,Commercial Dispute,35340.57,2023-10-18,Approved,91,31,True,"['CL0585_1_doc.pdf', 'CL0585_2_doc.pdf', 'CL0585_3_doc.pdf']"
CL0586,C267,Debt Collection,5681.27,2024-04-24,Rejected,79,28,False,['CL0586_1_doc.pdf']
CL0587,C268,Commercial Dispute,34664.14,2023-09-17,Rejected,82,9,False,"['CL0587_1_doc.pdf', 'CL0587_2_doc.pdf']"
CL0588,C268,Commercial Dispute,8564.28,2024-03-02,Approved,48,26,True,[]
CL0589,C268,Debt Collection,16612.11,2024-03-20,Rejected,86,19,False,"['CL0589_1_doc.pdf', 'CL0589_2_doc.pdf', 'CL0589_3_doc.pdf']"
CL0590,C268,Debt Collection,46972.48,2024-02-28,Rejected,30,9,False,[]
CL0591,C269,Debt Collection,49503.06,2023-11-24,Pending,32,48,False,[]
CL0592,C270,Family Law,9463.16,2024-02-12,Pending,68,31,False,['CL0592_1_doc.pdf']
CL0593,C271,Motor Vehicle Accident,45038.33,2024-04-29,Approved,65,47,False,[]
CL0594,C271,Property Damage,2930.46,2023-10-03,Rejected,9,16,False,['CL0594_1_doc.pdf']
CL0595,C271,Motor Vehicle Accident,13172.73,2023-07-17,Rejected,39,22,False,[]
CL0596,C271,Personal Injury,33806.69,2023-09-17,Pending,22,34,False,[]
CL0597,C272,Property Damage,6203.6,2023-11-02,Approved,61,31,False,"['CL0597_1_doc.pdf', 'CL0597_2_doc.pdf']"
CL0598,C272,Property Damage,26617.33,2024-03-24,Rejected,27,76,False,"['CL0598_1_doc.pdf', 'CL0598_2_doc.pdf', 'CL0598_3_doc.pdf']"
CL0599,C272,Personal Injury,39096.26,2023-06-13,Rejected,62,3,False,[]
CL0600,C272,Personal Injury,18084.85,2024-05-17,Approved,37,18,False,['CL0600_1_doc.pdf']
CL0601,C273,Family Law,34867.39,2023-11-13,Approved,25,100,False,['CL0601_1_doc.pdf']
CL0602,C273,Family Law,10127.07,2023-08-13,Approved,45,48,False,"['CL0602_1_doc.pdf', 'CL0602_2_doc.pdf', 'CL0602_3_doc.pdf']"
CL0603,C273,Personal Injury,42252.38,2024-01-30,Approved,81,86,False,"['CL0603_1_doc.pdf', 'CL0603_2_doc.pdf', 'CL0603_3_doc.pdf']"
CL0604,C273,Personal Injury,18746.5,2024-01-29,Pending,84,5,True,"['CL0604_1_doc.pdf', 'CL0604_2_doc.pdf']"
CL0605,C274,Employment Dispute,32865.76,2024-02-18,Pending,11,45,True,"['CL0605_1_doc.pdf', 'CL0605_2_doc.pdf', 'CL0605_3_doc.pdf']"
CL0606,C274,Family Law,46795.0,2023-06-12,Pending,83,11,False,[]
CL0607,C275,Medical Malpractice,46176.03,2023-07-22,Approved,92,93,False,[]
CL0608,C275,Personal Injury,25493.59,2024-02-22,Pending,94,10,False,"['CL0608_1_doc.pdf', 'CL0608_2_doc.pdf', 'CL0608_3_doc.pdf']"
CL0609,C275,Family Law,41351.74,2024-01-28,Approved,77,40,False,[]
CL0610,C275,Employment Dispute,27928.44,2023-09-24,Pending,20,69,False,['CL0610_1_doc.pdf']
CL0611,C276,Employment Dispute,34050.86,2024-01-19,Rejected,4,0,False,"['CL0611_1_doc.pdf', 'CL0611_2_doc.pdf', 'CL0611_3_doc.pdf']"
CL0612,C276,Family Law,29877.69,2024-01-13,Rejected,27,43,True,"['CL0612_1_doc.pdf', 'CL0612_2_doc.pdf', 'CL0612_3_doc.pdf']"
CL0613,C276,Commercial Dispute,18391.53,2024-03-23,Rejected,49,21,False,"['CL0613_1_doc.pdf', 'CL0613_2_doc.pdf', 'CL0613_3_doc.pdf']"
CL0614,C278,Motor Vehicle Accident,1330.93,2023-08-16,Rejected,7,56,False,[]
CL0615,C278,Medical Malpractice,34319.89,2024-05-01,Pending,69,95,False,[]
CL0616,C278,Motor Vehicle Accident,19512.37,2024-02-03,Approved,41,19,False,"['CL0616_1_doc.pdf', 'CL0616_2_doc.pdf']"
CL0617,C279,Commercial Dispute,23667.83,2023-12-25,Pending,91,48,False,"['CL0617_1_doc.pdf', 'CL0617_2_doc.pdf']"
CL0618,C279,Debt Collection,23530.11,2024-05-16,Approved,40,28,False,[]
CL0619,C279,Debt Collection,16954.48,2024-04-28,Rejected,83,65,False,"['CL0619_1_doc.pdf', 'CL0619_2_doc.pdf']"
CL0620,C279,Commercial Dispute,45377.59,2024-05-16,Pending,12,60,False,[]
CL0621,C280,Motor Vehicle Accident,2668.72,2023-10-25,Pending,85,23,True,"['CL0621_1_doc.pdf', 'CL0621_2_doc.pdf']"
CL0622,C280,Medical Malpractice,29274.68,2024-01-30,Rejected,92,70,False,[]
CL0623,C280,Motor Vehicle Accident,24172.65,2024-05-01,Rejected,22,69,False,"['CL0623_1_doc.pdf', 'CL0623_2_doc.pdf', 'CL0623_3_doc.pdf']"
CL0624,C281,Family Law,43595.76,2023-10-08,Approved,23,76,False,"['CL0624_1_doc.pdf', 'CL0624_2_doc.pdf', 'CL0624_3_doc.pdf']"
CL0625,C281,Debt Collection,33590.47,2024-01-22,Approved,43,56,False,"['CL0625_1_doc.pdf', 'CL0625_2_doc.pdf', 'CL0625_3_doc.pdf']"
CL0626,C283,Motor Vehicle Accident,31883.72,2024-04-15,Approved,12,33,False,[]
CL0627,C283,Motor Vehicle Accident,27906.62,2024-01-05,Pending,84,1,False,['CL0627_1_doc.pdf']
CL0628,C284,Motor Vehicle Accident,19084.75,2023-06-02,Approved,93,23,False,[]
CL0629,C284,Personal Injury,37501.86,2024-02-09,Rejected,42,52,False,"['CL0629_1_doc.pdf', 'CL0629_2_doc.pdf']"
CL0630,C284,Employment Dispute,24771.68,2024-03-08,Approved,52,27,False,"['CL0630_1_doc.pdf', 'CL0630_2_doc.pdf', 'CL0630_3_doc.pdf']"
CL0631,C285,Property Damage,22253.78,2024-03-21,Rejected,18,93,False,"['CL0631_1_doc.pdf', 'CL0631_2_doc.pdf', 'CL0631_3_doc.pdf']"
CL0632,C285,Medical Malpractice,37057.12,2024-01-28,Pending,1,15,False,[]
CL0633,C287,Property Damage,40325.22,2023-12-24,Pending,24,1,False,"['CL0633_1_doc.pdf', 'CL0633_2_doc.pdf']"
CL0634,C287,Personal Injury,18162.94,2023-11-11,Pending,76,57,True,[]
CL0635,C287,Personal Injury,28313.83,2023-12-12,Pending,52,22,False,['CL0635_1_doc.pdf']
CL0636,C288,Property Damage,28540.98,2023-09-15,Rejected,32,83,False,[]
CL0637,C288,Medical Malpractice,2685.27,2024-03-04,Rejected,19,46,False,"['CL0637_1_doc.pdf', 'CL0637_2_doc.pdf']"
CL0638,C288,Personal Injury,3894.03,2024-04-14,Pending,18,29,False,[]
CL0639,C289,Family Law,25760.95,2023-08-25,Pending,33,41,False,"['CL0639_1_doc.pdf', 'CL0639_2_doc.pdf', 'CL0639_3_doc.pdf']"
CL0640,C289,Debt Collection,49031.55,2024-05-12,Approved,84,81,False,['CL0640_1_doc.pdf']
CL0641,C289,Commercial Dispute,12056.41,2023-11-27,Rejected,45,76,False,"['CL0641_1_doc.pdf', 'CL0641_2_doc.pdf', 'CL0641_3_doc.pdf']"
CL0642,C290,Motor Vehicle Accident,11712.33,2023-07-04,Pending,31,71,False,[]
CL0643,C290,Employment Dispute,31177.5,2023-12-02,Pending,96,29,False,"['CL0643_1_doc.pdf', 'CL0643_2_doc.pdf', 'CL0643_3_doc.pdf']"
CL0644,C290,Commercial Dispute,27565.01,2023-10-18,Approved,83,56,False,"['CL0644_1_doc.pdf', 'CL0644_2_doc.pdf', 'CL0644_3_doc.pdf']"
CL0645,C291,Debt Collection,34264.46,2024-01-22,Approved,4,46,True,"['CL0645_1_doc.pdf', 'CL0645_2_doc.pdf']"
CL0646,C292,Commercial Dispute,48083.95,2023-12-12,Pending,51,81,True,"['CL0646_1_doc.pdf', 'CL0646_2_doc.pdf']"
CL0647,C292,Personal Injury,13652.92,2023-10-12,Pending,80,72,False,"['CL0647_1_doc.pdf', 'CL0647_2_doc.pdf', 'CL0647_3_doc.pdf']"
CL0648,C294,Employment Dispute,33479.41,2023-11-13,Rejected,63,67,False,['CL0648_1_doc.pdf']
CL0649,C294,Debt Collection,31976.56,2023-10-01,Rejected,11,79,False,['CL0649_1_doc.pdf']
CL0650,C294,Family Law,46245.95,2023-11-06,Approved,87,82,False,"['CL0650_1_doc.pdf', 'CL0650_2_doc.pdf']"
CL0651,C295,Medical Malpractice,8568.79,2023-08-31,Approved,22,0,False,[]
CL0652,C295,Property Damage,28064.28,2023-07-20,Approved,6,36,False,"['CL0652_1_doc.pdf', 'CL0652_2_doc.pdf', 'CL0652_3_doc.pdf']"
CL0653,C296,Employment Dispute,35499.61,2023-07-18,Pending,88,21,False,"['CL0653_1_doc.pdf', 'CL0653_2_doc.pdf', 'CL0653_3_doc.pdf']"
CL0654,C297,Family Law,28244.69,2024-02-23,Pending,39,5,False,[]
CL0655,C297,Debt Collection,47256.26,2023-10-05,Rejected,5,43,False,['CL0655_1_doc.pdf']
CL0656,C298,Family Law,14681.26,2024-01-13,Pending,98,12,False,"['CL0656_1_doc.pdf', 'CL0656_2_doc.pdf']"
CL0657,C298,Commercial Dispute,20236.06,2023-11-20,Rejected,60,86,False,"['CL0657_1_doc.pdf', 'CL0657_2_doc.pdf', 'CL0657_3_doc.pdf']"
CL0658,C298,Medical Malpractice,26431.12,2023-10-28,Pending,29,56,False,"['CL0658_1_doc.pdf', 'CL0658_2_doc.pdf']"
CL0659,C299,Employment Dispute,5697.96,2023-11-25,Approved,84,52,False,[]
CL0660,C299,Debt Collection,13475.14,2023-08-19,Pending,63,43,False,"['CL0660_1_doc.pdf', 'CL0660_2_doc.pdf', 'CL0660_3_doc.pdf']"
CL0661,C299,Personal Injury,9396.12,2023-08-18,Approved,75,24,False,"['CL0661_1_doc.pdf', 'CL0661_2_doc.pdf', 'CL0661_3_doc.pdf']"
CL0662,C299,Personal Injury,7345.79,2024-02-02,Rejected,39,50,False,"['CL0662_1_doc.pdf', 'CL0662_2_doc.pdf']"
CL0663,C301,Employment Dispute,42533.34,2023-11-09,Approved,78,56,False,[]
CL0664,C301,Property Damage,14635.57,2023-12-22,Pending,71,7,False,"['CL0664_1_doc.pdf', 'CL0664_2_doc.pdf']"
CL0665,C301,Medical Malpractice,15143.79,2023-08-09,Rejected,30,48,False,[]
CL0666,C302,Medical Malpractice,41792.57,2023-08-31,Pending,79,58,False,"['CL0666_1_doc.pdf', 'CL0666_2_doc.pdf', 'CL0666_3_doc.pdf']"
CL0667,C302,Commercial Dispute,31023.91,2024-04-19,Pending,79,15,False,['CL0667_1_doc.pdf']
CL0668,C302,Property Damage,32105.1,2024-02-28,Pending,23,35,False,['CL0668_1_doc.pdf']
CL0669,C302,Property Damage,44628.91,2024-05-17,Pending,62,82,True,"['CL0669_1_doc.pdf', 'CL0669_2_doc.pdf']"
CL0670,C303,Motor Vehicle Accident,28476.4,2023-10-14,Rejected,29,68,False,[]
CL0671,C303,Medical Malpractice,6478.34,2023-12-08,Pending,21,3,False,"['CL0671_1_doc.pdf', 'CL0671_2_doc.pdf', 'CL0671_3_doc.pdf']"
CL0672,C303,Employment Dispute,42941.13,2024-05-28,Rejected,27,15,True,[]
CL0673,C303,Property Damage,17323.13,2023-06-13,Pending,68,37,False,"['CL0673_1_doc.pdf', 'CL0673_2_doc.pdf']"
CL0674,C304,Family Law,15406.16,2024-04-07,Rejected,14,60,False,"['CL0674_1_doc.pdf', 'CL0674_2_doc.pdf']"
CL0675,C304,Family Law,6452.08,2024-01-13,Rejected,5,92,False,[]
CL0676,C304,Motor Vehicle Accident,3867.73,2023-11-22,Pending,83,84,False,"['CL0676_1_doc.pdf', 'CL0676_2_doc.pdf']"
CL0677,C305,Family Law,26998.45,2023-08-16,Approved,15,62,False,['CL0677_1_doc.pdf']
CL0678,C306,Employment Dispute,25377.03,2024-04-02,Pending,97,5,False,[]
CL0679,C306,Property Damage,46754.66,2024-03-26,Approved,27,49,False,[]
CL0680,C306,Commercial Dispute,48746.29,2023-06-05,Pending,35,63,False,['CL0680_1_doc.pdf']
